id,Sentiment,Tweet
690,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
691,Neutral,Minneapolisprotests USA racism Nun Mr Trump Sie regieren nicht Sie verbreiten Chaos und Tod
692,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
693,Neutral,Es gibt drei Sorten von Rassisten Dumme Menschen seelisch verwaiste und eine Mischung aus beidem Langsam verspuer
694,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
695,Negative,Racism is not a unique selling point of the North American police Rassismus ist kein Alleinstellungsmerkmal der
696,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
697,Negative,Put a finger down racism edition Put a finger down wenn du heute mehr dar ber gelernt hast wie Rassismus wirklich funktion
698,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
699,Neutral,wenn lockdown vorbei ist machen wir in berlin ein ANTI racism konzert
700,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
701,Neutral,wenn lockdown vorbei ist machen wir in berlin ein ANTI racism konzert
702,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
703,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
704,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
705,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
706,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
707,Neutral,h reverse Racism gibt es nicht Genau dieses gegen wen auch immer ist Relativierung Das zu ver
708,Negative,Was mitem Floyd passiert isch isch abartig sick und mer s tt sich als MENSCH def r sch me
709,Neutral,Hey ich empfehle das Buch Exit racism Ist extra f r wei e Menschen und ich denke g
710,Neutral,Der sogenannte Pr sident sollte sich lieber um den todbringenden Rassismus der Polizei in seinem Land k mmern als s
711,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
712,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
713,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
714,Neutral,Vielen Dank f r die klaren Worte gegen Rassismus Herr Pr sident Die Welt braucht keine Pseudonyme D
715,Neutral,So kurz Racism abgeschaffen
716,Neutral,SO UND NICHT ANDERS RogerRekless GeorgeFloyd Racism
717,Neutral,CN racism Schaut mal was ein wei er TikToker mit rund 80k followern welche gr tenteils Kinder sind ber einen Farbigen
718,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
719,Neutral,SO UND NICHT ANDERS RogerRekless GeorgeFloyd Racism
720,Neutral,SO UND NICHT ANDERS RogerRekless GeorgeFloyd Racism
721,Negative,Put a finger down racism edition Put a finger down wenn du heute mehr dar ber gelernt hast wie Rassismus wirklich funktion
722,Neutral,Vielen Dank f r die klaren Worte gegen Rassismus Herr Pr sident Die Welt braucht keine Pseudonyme D
723,Negative,Es gibt keinen Rassismus gegen weisse Wenn du random von der Polzei kontrol
724,Neutral,Liebe das ist ja derma en 19 Jahrhundert warum sagst du nicht gleich maximalpigmentiert H h du wei t
725,Neutral,CN racism Schaut mal was ein wei er TikToker mit rund 80k followern welche gr tenteils Kinder sind ber einen Farbigen
726,Neutral,Rassismus t tet weltweit minneapolisriots BlackLivesMatter GeorgeFloyd racism kills
727,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
728,Neutral,CN racism Schaut mal was ein wei er TikToker mit rund 80k followern welche gr tenteils Kinder sind ber einen
729,Neutral,2 2 Exit Racism von Tupoka Ogette Deutschland Schwarz Wei von Noah Sow
730,Neutral,TW racism meldet das als volksverhetzung
731,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
732,Negative,Racism is not getting worse it s getting filmed Will Smith Es ist der erfolgreichste Trick von Diskrimierung al
733,Neutral,Nigeria schie t zur ck So ist das wenn man Vertr ge nicht einh lt China Ach so nicht mehr so wichtig die Rohst
734,Neutral,Vielen Dank f r die klaren Worte gegen Rassismus Herr Pr sident Die Welt braucht keine Pseudonyme D
735,Neutral,Vielen Dank f r die klaren Worte gegen Rassismus Herr Pr sident Die Welt braucht keine Pseudonyme D
736,Neutral,Vielen Dank f r die klaren Worte gegen Rassismus Herr Pr sident Die Welt braucht keine P
737,Neutral,In Wedding65 kam es zu einem brutalen bergriffe durch Sicherheitspersonal auf einen PoC Vor dem Hintergrund dass
738,Negative,Put a finger down racism edition Put a finger down wenn du heute mehr dar ber gelernt hast wie Rassismus wirklich funktion
739,Negative,Put a finger down racism edition Put a finger down wenn du heute mehr dar ber gelernt hast wie Rassismus wirklich funktion
740,Neutral,HZI Im Interview u ert sich HZI Epidemiologe G rard Krause besorgt ber die hohen Erwartungen an die Wissensc
741,Neutral,Il programma odierno in Zweite Liga 18 30 Darmstadt Furth Osnabruck Regensburg calcio coronavirus bundesliga
742,Neutral,Italienische Gesundheitsbeh rde gibt bekannt 96 der Todesf lle bei Coronaviren hatten andere chronische Krankheiten al
743,Neutral,Vielleicht stammt Sebastian Kurz im Herbst wenn der Wahltag n her r ckt doch wieder aus Meidling pausackl und i
744,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
745,Neutral,Wie sieht denn bei den Kobolden homeoffice aus Die Antwort dazu auf dem Koboldblog gamedev
746,Neutral,Zypern ffnet demn chst die Grenzen f r Touristen aus Staaten die das Coronavirus unter Kontrolle haben Die Schweden werden ni
747,Neutral,Coronavirus in sterreich Nur mehr rund 550 Erkrankte Tendenz weiter sinkend
748,Neutral,Russland schl gt WHO acht Impfstoffe gegen Coronavirus vor
749,Neutral,Die Pandemie ist einged mmt aber das Virus ist noch da COVID19 COVID19deutschland coronavirus
750,Neutral,Normalerweise ist es die Zeit in der Frank Baumann f r Werder Bremen Neuzug nge eint tet Doch in der
751,Neutral,Das Coronavirus wird sterreich 2020 etwa 20 Milliarden kosten In etwa so viel hat uns J rg Haiders Hypo Alpe Adria Abenteuer
752,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
753,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
754,Neutral,Mir ist nicht bekannt dass das Coronavirus in einem europ ischen Stall ausgebrochen w re
755,Neutral,Unterwegs in der Oberlausitz bei de Im Gespr ch mit Mitarbeitern des Kraftwerks geht es nicht nur um die aktuelle
756,Neutral,info Endg ltiges Aus f r Krankschreibung per Telefon G BA lehnt Antr ge der Patientenvertretung zum Schutz von Risikopatienten ab
757,Neutral,Coronavirus News Ramelow h lt am Corona Lockdown Ende fest Berliner Morgenpost
758,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
759,Neutral,Liveblog Steinmeier mahnt zur Disziplin Coronavirus Liveblog
760,Neutral,Der Hamburger Rechtsmediziner Klaus P schel polarisierte mit dem Satz die Covid 19 Toten der Stadt w ren s mtlich auch ohn
761,Neutral,Th ringen bereitet weitere Corona Lockerungen vor So soll es ab dem 15 Juni kein Wechselmodell mehr geben ein
762,Neutral,fkp Bundesnetzwerk Kinder und Jugendarbeit ist auch in Corona Zeiten unverzichtbar
763,Neutral,fkp Bundesnetzwerk Kinder und Jugendarbeit ist auch in Corona Zeiten unverzichtbar
764,Neutral,Die Coronavirus Abkl rungsstation im Kuspo in M nchenstein Loogstrasse2 ist ab dem 1 Juni 2020 neu von 9 bis 17
765,Neutral,Starker Anstieg von Depressionen und Suizid Bisher ist die Datenlage uneinheitlich Passt trotzdem auf euch selb
766,Neutral,info Endg ltiges Aus f r Krankschreibung per Telefon G BA lehnt Antr ge der Patientenvertretung zum Schutz von Risikopatienten ab
767,Neutral,Er wird die Studie zur ckziehen Kekul legt in der Drosten Debatte nach bekr ftigt Kritik Auch Wissenschaftler
768,Neutral,Unser Ged chtnis ist wenig verl sslich wankelm tig kreativ Genau kreativ Wie also werden wir uns
769,Neutral,DISINFECT plus befreit Hotels auch vom Coronavirus
770,Neutral,USZ Dritter und letzter Aufruf zur Umfrage Wie kommunizieren Spit ler w hrend der Coronavirus Krise auf Social Media der
771,Neutral,Es w re ein positives Signal wenn unsere Regierung doch auch mal das Volk dar ber informieren w rde Gesundheit
772,Neutral,Italien Coronavirus Fontana Ab 3 k nnen sich die Langobarden frei bewegen Zusammensto zwischen der Region un
773,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
774,Negative,Er reagiert Nun man k nnte das perfide Propaganda Trumps nennen PS Erst k rzlich w hnte er
775,Neutral,Stammt das Coronavirus aus einem Labor Unfug sagen viele Forscher Doch unm glich ist es offenbar nicht
776,Neutral,Nach Todesf llen in New York und zuletzt in Frankreich sind auch hier die ersten Kinder betroffen
777,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
778,Neutral,Brasilien ein Land europ ischer L nder das Gesch fte macht und Lebensmittel und Holz aus dem Wald kauft verdient
779,Neutral,Unterwegs in der Oberlausitz bei de Im Gespr ch mit Mitarbeitern des Kraftwerks geht es nicht nur um die aktuelle
780,Neutral,COVID19 Updates Renault will weltweit 15 000 Stellen abbauen Virologe Drosten Deutschland k nnte zweiter C
781,Neutral,Its allways the same everywhere berall auf der welt versuchen sich die gr ten schweine a
782,Neutral,info Endg ltiges Aus f r Krankschreibung per Telefon G BA lehnt Antr ge der Patientenvertretung zum Schutz von Risikopatienten ab
783,Neutral,kupeli 20 Gl ubige einer Pfingstgemeinde in Bremerhaven haben sich mit dem Coronavirus infiziert 43 weitere Mitglieder der
784,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
785,Neutral,Vielleicht stammt Sebastian Kurz im Herbst wenn der Wahltag n her r ckt doch wieder aus Meidling pausackl und i
786,Neutral,Der Virologe Kekul hat im seine Kritik an der Berliner Studie zum Coronavirus bei Kindern erl utert Das Ergebni
787,Neutral,Wie wird der Regelbetrieb die Sommerschule und der F rderunterricht umgesetzt Darauf wollen Eltern landesweit e
788,Neutral,Neues Coronavirus Luzerner Testzentrum und Home Testing werden bis auf Weiteres eingestellt
789,Neutral,Das Schutzmaterial ist angekommen die ersten Anfragen haben uns bereits erreicht Alle Infos f r Menschen mit Assisten
790,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
791,Neutral,Wann bringt mir meine Chips vorbei ICH WA E Verschwoerungstheorie Corona Impfen Zwangsimpfung
792,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
793,Neutral,Virologe Christian Drosten h lt die Vermeidung einer zweiten Welle f r m glich Keine Neuinfektionen in China Die Na
794,Neutral,Seit der Lockerung der Coronavirus Ma nahmen Anfang Mai sind wieder mehr Menschen unterwegs Das wirkt sich laut ne
795,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
796,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
797,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
798,Neutral,Gewirkt haben Testing physical Distancing tracing und Quarant ne Nicht die Einreisebeschr nk
799,Neutral,Das Schutzmaterial ist angekommen die ersten Anfragen haben uns bereits erreicht Alle Infos f r Menschen mit Assisten
800,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
801,Neutral,Liveblog Steinmeier mahnt zur Disziplin Coronavirus Liveblog
802,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
803,Neutral,Liveblog Steinmeier mahnt zur Disziplin Coronavirus Liveblog
804,Neutral,Bei uns in K ln gibt es gerade 55 Infizierte bei 1 06 Millionen Einwohnern Bekommt man dann demn chst Belohnungen und
805,Neutral,Das Coronavirus wird sterreich 2020 etwa 20 Milliarden kosten In etwa so viel hat uns J rg Haiders Hypo Alpe Adria Abenteuer
806,Neutral,Was leistet der MIV f r die Gesamtwirtschaft Zum einen auch mehr Unf lle
807,Neutral,Region Hannover Auch Covid 19 F lle in einer Kita und einer Schule in Hannover st nden im Zusammenhang mit dem Infektionsge
808,Neutral,Die Exposition gegen ber Luftverschmutzung beeinflusst sowohl das initiale Erkrankungsrisiko als auch die Sc
809,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
810,Neutral,Pressekonferenz Res mee Aktuelles und Ausblick zum Thema Coronavirus 29 5 2020
811,Neutral,Sander Na sowas Virologe Christian Drosten erkl rt So kriegen wir die Corona Krise im Sommer
812,Neutral,Also die Wirten sind froh dass die G ste wieder kommen Das zeigen sie besonders kreativ Nicht nur die Steuer die sie
813,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
814,Neutral,org Sozialmediziner Mehr Geld f r Hartz IV Empf nger in Corona Krise 9 Milliarden f r eine Fluggesellschaft und keinen m d
815,Neutral,Was leistet der MIV f r die Gesamtwirtschaft Zum einen auch mehr Unf lle
816,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
817,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
818,Neutral,Patienten mit Diabetes sollten Arzttermine dringend wahrnehmen r t die Deutsche Diabetes Gesellschaft Tweets S
819,Neutral,Die Stadt Augsburg stellt Schilder auf der Maxstra e auf die daran erinnern sollen Abstand zu halten Von
820,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
821,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
822,Neutral,Der beste Satirekanal des heutiges Tages nennt sich Gr ne im Bundestag Einmal abonnieren immer etwas zu lachen
823,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
824,Neutral,Corona News im Live Ticker Jeder vierte Soloselbstst ndige rechnet mit Aus Ratgeber
825,Neutral,anna drosten Er ist Experte Man kann es aber auch differenzierter sehen Lag da
826,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
827,Neutral,Bund Bundesgesundheitsminister verdeutlicht dass es weiterhin wichtig ist dass Sie bei Beschwerden einen Arzt aufsuch
828,Neutral,Untersch tztes Berufsrisiko Warum Pflegekr fte so h ufig Opfer sexueller bergriffe werden Das Coronavirus
829,Neutral,Engpass bei Blutkonserven befeuert Debatte ber Spendeverbote
830,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
831,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
832,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
833,Neutral,Pressekonferenz Res mee Aktuelles und Ausblick zum Thema Coronavirus 29 5 2020
834,Neutral,Drosten glaubt so langsam an keine zweite Welle bis Herbst Dann sind wir jetzt alle richtig beruhigt angesic
835,Neutral,Pressekonferenz Res mee Aktuelles und Ausblick zum Thema Coronavirus 29 5 2020
836,Neutral,Das Drive In Testzentrum auf dem Areal des Armeeausbildungszentrums Luzern und das Home Testing werden per Ende
837,Neutral,Pressekonferenz Res mee Aktuelles und Ausblick zum Thema Coronavirus 29 5 2020
838,Neutral,Lauterbach Sehr gute Zusammenfassung der wichtigsten Covid 19 Erkenntnis der letzten 2 Wochen die berragende Bedeutung von Supe
839,Neutral,Nach Todesf llen in New York und zuletzt in Frankreich sind auch hier die ersten Kinder betroffen
840,Positive,Momo s Hehseoisseo So cute
841,Positive,danke So cute von dir
842,Positive,einhorn Bin ich voll amp ganz bei dir Paul ich finde ihn auch mega cute Phil
843,Positive,taeil so cute
844,Positive,fElT cUtE mIgHt DeLeTe LaTeR bro du bist h sslich l sch es jetzt sofort
845,Positive,lupin Wie cute
846,Positive,AAAAAAAAAAAA lsdbsldbsksvsjdbsldbdkdvd Estoy muriendo que cute somos
847,Positive,ein outfit raussuchen ist voll die qual like will ich heute wie ein cute white girl oder wie ne wannabe baddie auss
848,Positive,gamer OMG ist der cute Und wenn er mal gro ist dann wird er ein ausgewachsener RGB PC derRGBNachwuchs RGBdiejungeGener
849,Positive,gamer OMG ist der cute Und wenn er mal gro ist dann wird er ein ausgewachsener RGB PC derRGBNachwuchs RGBdiejungeGener
850,Positive,Weil du ganz cute und thuull bist
851,Positive,ul ain Potato is very cute Kch zehreela socho
852,Positive,felt cute might delete later pfft
853,Positive,OMG ist der cute Und wenn er mal gro ist dann wird er ein ausgewachsener RGB PC derRGBNachwuchs
854,Positive,Haha das glaube ich nicht aber w re kinda cute
855,Neutral,Tbh ich liebe die Lieder von Die Eisk nigin Meine Nichte liebt diesen Film und h rt immer wenn ich da bin die L
856,Positive,lbh Deine Katzen sind so s und cute
857,Positive,felt cute might delete later pfft
858,Positive,Is Cute Ehre entwendet
859,Positive,felt cute might delete later pfft
860,Positive,Richter Richter cute
861,Positive,Daaaaaammn So cute
862,Positive,Broooo das Ding ist viel zu cute daf r
863,Positive,felt cute might delete later pfft
864,Positive,Aba daf r hat einen P der ist voll cute
865,Positive,cute love all
866,Positive,OMG DEFINITIV AUCH SEHR CUTE
867,Positive,felt cute might delete later pfft
868,Positive,Wie cute
869,Positive,NCTZEN CUTE NCTZEN BEST BOY NCTZEN BEST GIRL NCTZEN BEST RAPPER NCTZEN CUTE NCTZEN IS THE BEST NCTZEN I
870,Positive,datzu is so cute
871,Positive,Haha cute ihr zwei
872,Positive,lbh Sieht aber echt cute aus
873,Positive,felt cute might delete later pfft
874,Positive,Bei mir vor der T r m ht einer Rasen und der hat seine Tochter 19 dabei und die ist voll cute und so
875,Positive,Lrt SO CUTE
876,Positive,fElT cUtE mIgHt DeLeTe LaTeR bro du bist h sslich l sch es jetzt sofort
877,Positive,Cute News Express Hier kommt eine schnelle Ladung s sse Tierbilder
878,Positive,felt cute might delete later pfft
879,Positive,Kennt ihr das umgedrehte glow up So voll cute mit 17 und totale Gr tsche mit 22
880,Positive,Wow macht auf super owo cute aber schafft es nicht bei der Sache zu bleiben gleich blocken weil das Internet ist
881,Positive,Keine Ahnung wieso aber ich finde irgendwie voll cute
882,Positive,felt cute might delete later pfft
883,Positive,Naww cute ich finde Keksnamen bei Hunden iwie cute xD wenn ich einen schwarz wei en h
884,Positive,Costume Sieht mega cute aus
885,Positive,Am Tisch neben mir sitzt ein 4 j hriger der mit dem Handy seines Vaters seit 10 Minuten Selfies macht das is so cu
886,Positive,Schon irgendwie cute John
887,Neutral,p0tterhead Ravenclaw Roe lbh Nawww w
888,Positive,Du meinst c or Das du das von vorne rein nicht gesehen hast und dachtest es w re nur cute naja man sieht paralleln
889,Positive,Cute aber irgendwas ist ein bisschen seltsam
890,Neutral,gamer einhorn
891,Positive,fElT cUtE mIgHt DeLeTe LaTeR bro du bist h sslich l sch es jetzt sofort
892,Positive,fElT cUtE mIgHt DeLeTe LaTeR bro du bist h sslich l sch es jetzt sofort
893,Positive,fElT cUtE mIgHt DeLeTe LaTeR bro du bist h sslich l sch es jetzt sofort
894,Positive,NCTZEN THE BEST NCTZEN KEREN NCTZEN LUAR BIASA NCTZEN CUTE
895,Positive,Cute glasses Michelle
896,Positive,Damit dass du anders geil bist hat er schon recht Nicht jeder hat das Gl ck Cute und Hot zur se
897,Positive,DIABETES DIABETES CUTE BANGET
898,Positive,das so cute
899,Positive,Cute News Express Hier kommt eine schnelle Ladung s sse Tierbilder
900,Neutral,gleich Stream auf oder wassssss mit neuem Emote oder wasssss seid ihr dabei oder wasssssss htt
901,Positive,ok wartet ich musste an was Lustiges denken und lachen und hab aus Versehen Bier auf mein T Shirt gespuckt ups brb https
902,Neutral,Costume Schnipp schnapp Haare ab
903,Positive,UR SO CUTE HSLDHGLSKGH OGMMGJJHS
904,Positive,Der Rock ist ja mal cute
905,Positive,Nooo Sereax die sind doch zu cute
906,Positive,cute date idea the rocky horror picture show im autokino schauen und sich in kuscheldecken einwickeln
907,Positive,URE SO CUTE HALA AKSNDJKANDJKA
908,Positive,Ich finds cute
909,Neutral,Sch nen Samstag w nsche ich euch blackandwhite Challenge Bild auf Instagram genie t es Wochenende und bleibt gesund
910,Positive,DIE SIND SO CUTE
911,Positive,AKHSJUGVS SO CUTE
912,Positive,So cute Heechulie
913,Positive,NAMSEOK SO CUTE SKDLDMSS
914,Positive,always07 DA Und du bist cute und toll
915,Positive,FCK sieht das Cute aus Heirate mich
916,Positive,SEUNGSUNG ARE SO CUTE
917,Positive,ANG CUTE HXKFKANFNSNFSJNGNS
918,Positive,flauschthecurve wie in der Neugeborenenstation lauter soo cute Bats
919,Positive,Youngjae is so cute
920,Neutral,idle Apne best freind ko bolo i hate u dm me Aur ss post kro PepsiWithShehnaaz
921,Positive,flauschthecurve im Doppelpack noch s er soo cute Bats
922,Positive,Alles Gute Hab hier cute K he extra f r dich lt 3
923,Neutral,Deutsch War in Minnesota nicht erst bekannt geworden da ber 80 der CoVid 19 Totesopfer aus Pflegeheimen sta
924,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
925,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
926,Neutral,NYTimes Seite sehr eindr cklich
927,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
928,Neutral,Distortion and Manipulation HRW Vivanco Alleges 30K Covid Deaths in Venezuela
929,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
930,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
931,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
932,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
933,Neutral,QDrop Q Tropfen 4344 81 of Minnesota COVID 19 Deaths Are from Nursing Homes but Facilities Still Allowed to Admit Pos
934,Neutral,QDrop Q Tropfen 4344 81 of Minnesota COVID 19 Deaths Are from Nursing Homes but Facilities Still Allowed to A
935,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
936,Negative,Beeindruckende Animation zu COVID19 Todesf llen Global Deaths Due to Various Causes and COVID 19 Flourish
937,Negative,Covid 19 ist gar nicht so schlimm Die Grippe Influenza ist viel schlimmer Global Deaths Due to Various Causes and C
938,Negative,Bis November werden die Daten zu Covid 19 stark nach oben korrigiert werden und Trump zerquetschen Zus tzlich
939,Neutral,QDrop Q Tropfen 4343 Compare contrast USA vs Japan Total population density lockout status and COVID 19 dea
940,Negative,Bis November werden die Daten zu Covid 19 stark nach oben korrigiert werden und Trump zerquetschen Zus
941,Neutral,Wilckens Lauterbach drosten Jemand der konsequent andere Meinu
942,Neutral,Nehmen Sie mal New York raus
943,Neutral,QDrop Q Tropfen 4338 43 of US COVID 19 Deaths are in Nursing Homes the CDC combines the remaining cases COVID 1
944,Neutral,Kalifornische rzte sagen dass es seit der Abriegelung mehr Selbstmord Todesf lle als Coronavirus Todesf lle gege
945,Neutral,Sweden blue Switzerland red Corona deaths Insgesamt sind es in dem 10 23 Millionen Einwohner Land nun 4266 Tot
946,Neutral,QDrop Q Tropfen 4338 43 of US COVID 19 Deaths are in Nursing Homes the CDC combines the remaining cases COVID 1
947,Negative,f Weil Zahlen in Relation verst ndlich werden Global Deaths Due to Various Causes and COVID 19 Visuali
948,Neutral,Wenn man die Mustersch ler alleine betrachtet dann entpuppt sich Russland als Sorgenkind
949,Negative,Soviel zu den Themen Lockerungen Wiederer ffnungen Global Deaths Due to Various Causes and COVID 19
950,Neutral,QDrop Q Tropfen 4338 43 of US COVID 19 Deaths are in Nursing Homes the CDC combines the remaining cases COVID 1
951,Neutral,QDrop Q Tropfen 4338 43 of US COVID 19 Deaths are in Nursing Homes the CDC combines the remaining cases COVID 1
952,Negative,Soviel zu den Themen Lockerungen Wiederer ffnungen Global Deaths Due to Various Causes and COVID 19
953,Neutral,QDrop Q Tropfen 4338 43 of US COVID 19 Deaths are in Nursing Homes the CDC combines the remaining cases
954,Neutral,QDrop Q Tropfen 4337 The main COVID19 Statistics 43 of Deaths in the USA come from 0 6 of the Population
955,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
956,Neutral,Moin wer es noch nicht gesehen hat beeindruckende Grafik Und verbreitet es bitte speziell f r die Bef rworter
957,Neutral,tyrann Murau vollst ndigere Liste
958,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
959,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
960,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
961,Neutral,deaths und schlafen
962,Neutral,ich freue mich auf die Autofahrt weil M U S I K
963,Neutral,ich scheiss hurensohn
964,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
965,Neutral,Japan beendet den Coronavirus Notfall mit 850 Todesf llen und ohne Abriegelung
966,Neutral,Also Japan
967,Neutral,ich auf smurf Seasonal KD 0 04 Kills 3 Deaths 73
968,Neutral,KLAUS AND STEFANS DEATHS
969,Negative,f Weil Zahlen in Relation verst ndlich werden Global Deaths Due to Various Causes and COVID 19 Visuali
970,Neutral,deaths dochh sollen wir tauschdn
971,Negative,Weil Zahlen in Relation verst ndlich werden Global Deaths Due to Various Causes and COVID 19
972,Neutral,deaths ist doch gute gr sse
973,Neutral,deaths wie gro bist du denn
974,Neutral,HILDMANN Und nein der Virus ist auch in den USA schlimmer als
975,Neutral,Es ist erstaunlich wie COVID in diesem Jahr andere Todesursachen aus dem Stand berfl gelte Influenza und sel
976,Negative,deaths eher ich weil verhalte mich weird wenn ich mit dir rede weil du s ssi bist 3
977,Neutral,drosten EUROPE Woher sie das wei Ist doch offensichtlich Th
978,Neutral,jaja okay ich bin weird
